,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Propertycount,Type_h,Type_t,Type_u,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Regionname_nan
1990,4.0,2000000.0,11.7,3125.0,4.0,3.0,2.0,928.0,229.0,1996.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1991,2.0,601000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1992,3.0,790000.0,11.7,3125.0,3.0,1.0,2.0,318.0,103.0,1960.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1993,3.0,930000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1994,4.0,1682000.0,11.7,3125.0,4.0,2.0,1.0,921.0,174.0,1950.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1995,3.0,625000.0,11.7,3125.0,3.0,2.0,1.0,0.0,115.0,2002.0,5678.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1996,3.0,780000.0,11.7,3125.0,3.0,2.0,2.0,160.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1997,3.0,1342000.0,11.7,3125.0,3.0,1.0,2.0,690.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1998,4.0,1381000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1999,4.0,1782800.0,11.7,3125.0,4.0,2.0,2.0,804.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2000,3.0,956000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2001,3.0,1468000.0,11.7,3125.0,3.0,1.0,2.0,706.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2002,2.0,650000.0,11.7,3125.0,2.0,1.0,1.0,194.0,120.0,1975.0,5678.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2003,5.0,1060000.0,11.7,3125.0,4.0,3.0,2.0,326.0,210.0,2013.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2004,4.0,1765000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2005,4.0,1255000.0,11.7,3125.0,4.0,2.0,2.0,438.0,210.0,2005.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2006,4.0,900000.0,11.7,3125.0,3.0,1.0,4.0,586.0,133.0,1955.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007,2.0,633000.0,11.7,3125.0,2.0,1.0,1.0,276.0,92.0,1965.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2008,3.0,1070500.0,11.7,3125.0,3.0,1.0,2.0,776.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009,3.0,1175000.0,11.7,3125.0,3.0,1.0,2.0,661.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010,3.0,1521000.0,11.7,3125.0,3.0,2.0,2.0,660.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011,2.0,1350000.0,11.7,3125.0,2.0,1.0,2.0,593.0,82.0,1950.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012,3.0,752000.0,11.7,3125.0,4.0,2.0,2.0,217.0,133.0,1993.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013,3.0,570000.0,11.7,3125.0,3.0,1.0,1.0,384.0,112.0,1950.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014,3.0,1460000.0,11.7,3125.0,3.0,1.0,2.0,742.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015,3.0,745000.0,11.7,3125.0,3.0,1.0,2.0,228.0,126.0,1998.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016,5.0,757000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017,5.0,2150000.0,11.7,3125.0,5.0,4.0,2.0,643.0,380.0,2014.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018,3.0,746000.0,11.7,3125.0,3.0,1.0,2.0,308.0,92.0,1995.0,5678.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,3.0,990000.0,11.7,3125.0,3.0,2.0,2.0,263.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020,3.0,1540000.0,11.7,3125.0,3.0,2.0,2.0,653.0,120.0,1950.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021,3.0,1145000.0,11.7,3125.0,3.0,2.0,2.0,329.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022,5.0,1410000.0,11.7,3125.0,5.0,2.0,1.0,824.0,133.0,1950.0,5678.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023,4.0,902000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024,2.0,600000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025,3.0,1020000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026,3.0,640000.0,11.7,3125.0,3.0,1.0,1.0,217.0,133.0,1970.0,5678.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2027,4.0,1000050.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2028,4.0,1000050.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2029,4.0,1800000.0,11.7,3125.0,4.0,2.0,2.0,1393.0,133.0,1963.0,5678.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2030,4.0,1270000.0,11.7,3125.0,4.0,2.0,2.0,399.0,212.0,2005.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2031,5.0,1800000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2032,4.0,900000.0,11.7,3125.0,4.0,3.0,2.0,381.0,176.0,2013.0,5678.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2033,3.0,1560000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2034,4.0,1500000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2035,4.0,1235000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2036,2.0,585000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2037,3.0,750000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2038,4.0,1250000.0,11.7,3125.0,4.0,2.0,2.0,499.0,220.0,2005.0,5678.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2039,3.0,1116000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2040,2.0,580000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2041,3.0,1165000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2042,4.0,1410000.0,11.7,3125.0,3.0,2.0,3.0,739.0,182.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2043,5.0,1100000.0,11.7,3125.0,5.0,2.0,1.0,544.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2044,4.0,880000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2045,3.0,1495000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2046,4.0,1485000.0,11.7,3125.0,4.0,2.0,2.0,662.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2047,3.0,2068000.0,11.7,3125.0,3.0,1.0,1.0,1101.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2048,10.0,1960000.0,11.7,3125.0,3.0,1.0,2.0,512.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2049,3.0,1000000.0,11.7,3125.0,3.0,1.0,1.0,589.0,133.0,1970.0,5678.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2050,4.0,800000.0,11.7,3125.0,4.0,2.0,1.0,0.0,150.0,1950.0,5678.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2051,3.0,702000.0,11.7,3125.0,3.0,2.0,1.0,170.0,106.0,2001.0,5678.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2053,3.0,1615000.0,7.8,3124.0,3.0,1.0,2.0,389.0,133.0,1970.0,8920.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2055,2.0,1017000.0,7.8,3124.0,2.0,1.0,2.0,0.0,133.0,1940.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2056,2.0,729000.0,7.8,3124.0,2.0,1.0,1.0,137.0,87.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2058,3.0,1650000.0,7.8,3124.0,3.0,2.0,2.0,305.0,189.0,1998.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2059,3.0,1175000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2060,5.0,2240000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2062,3.0,1910000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2063,2.0,950000.0,7.8,3124.0,2.0,1.0,2.0,230.0,133.0,1994.0,8920.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2065,2.0,615000.0,7.8,3124.0,2.0,1.0,1.0,1107.0,68.0,1960.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2066,3.0,1950000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2067,3.0,1987000.0,7.8,3124.0,3.0,2.0,2.0,706.0,164.0,1960.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2068,2.0,683000.0,7.8,3124.0,2.0,1.0,1.0,146.0,86.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2069,3.0,1690000.0,7.8,3124.0,3.0,2.0,1.0,777.0,154.0,1950.0,8920.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2070,2.0,430000.0,7.8,3124.0,2.0,1.0,1.0,0.0,56.0,2011.0,8920.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2071,2.0,717000.0,7.8,3124.0,2.0,1.0,1.0,136.0,133.0,1960.0,8920.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2072,3.0,1300000.0,7.8,3124.0,3.0,2.0,2.0,342.0,133.0,1970.0,8920.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2076,2.0,435000.0,7.8,3124.0,2.0,1.0,1.0,896.0,77.0,1960.0,8920.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2077,2.0,892000.0,7.8,3124.0,2.0,1.0,1.0,335.0,133.0,1970.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2079,4.0,1550000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2080,2.0,522000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2082,2.0,900400.0,7.8,3124.0,2.0,1.0,1.0,93.0,111.0,1970.0,8920.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2083,4.0,2090000.0,7.8,3124.0,4.0,2.0,2.0,650.0,133.0,1970.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2084,3.0,1250000.0,7.8,3124.0,3.0,2.0,2.0,232.0,133.0,1970.0,8920.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2086,2.0,752000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2087,3.0,2000000.0,7.8,3124.0,3.0,1.0,2.0,821.0,105.0,1925.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2088,3.0,1302000.0,7.8,3124.0,2.0,1.0,1.0,427.0,115.0,1938.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2089,2.0,753000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2090,3.0,1430000.0,7.8,3124.0,3.0,2.0,2.0,244.0,133.0,1970.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2091,3.0,1622000.0,7.8,3124.0,3.0,1.0,1.0,544.0,160.0,1930.0,8920.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2092,2.0,502000.0,7.8,3124.0,2.0,1.0,1.0,0.0,77.0,1965.0,8920.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2093,2.0,435000.0,7.8,3124.0,2.0,1.0,1.0,896.0,77.0,1960.0,8920.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2094,3.0,1500000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2096,2.0,620000.0,7.8,3124.0,2.0,1.0,1.0,122.0,133.0,1960.0,8920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2097,5.0,2000000.0,7.8,3124.0,5.0,3.0,2.0,801.0,133.0,1920.0,8920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2098,3.0,591000.0,7.8,3124.0,3.0,1.0,1.0,0.0,89.0,1960.0,8920.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2099,5.0,1800000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2100,2.0,550000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2102,3.0,1410000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2103,3.0,1780000.0,7.8,3124.0,3.0,1.0,1.0,769.0,133.0,1930.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2104,3.0,2250000.0,7.8,3124.0,3.0,2.0,2.0,656.0,225.0,2009.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2105,2.0,895000.0,7.8,3124.0,2.0,1.0,1.0,424.0,95.0,1930.0,8920.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2106,3.0,1800000.0,7.8,3124.0,3.0,2.0,0.0,584.0,213.0,1920.0,8920.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2107,4.0,1400000.0,7.8,3124.0,3.0,0.0,0.0,693.0,133.0,1935.0,8920.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2108,3.0,2200000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2109,2.0,693000.0,7.8,3124.0,2.0,1.0,1.0,84.0,133.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2110,2.0,900000.0,7.8,3124.0,2.0,1.0,1.0,150.0,88.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2112,2.0,530000.0,7.8,3124.0,2.0,1.0,1.0,0.0,76.0,1960.0,8920.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2113,4.0,1946000.0,7.8,3124.0,3.0,1.0,2.0,512.0,133.0,1970.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2114,2.0,805000.0,7.8,3124.0,2.0,2.0,2.0,188.0,133.0,1970.0,8920.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2115,4.0,2228000.0,7.8,3124.0,4.0,2.0,2.0,813.0,163.0,1960.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2116,3.0,930000.0,7.8,3124.0,3.0,2.0,2.0,132.0,133.0,1970.0,8920.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2117,2.0,590000.0,7.8,3124.0,2.0,1.0,1.0,0.0,133.0,1970.0,8920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2119,3.0,1602500.0,7.8,3124.0,3.0,1.0,1.0,405.0,102.0,1930.0,8920.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
